-6.747530445139219291e-01,-6.879355197170133884e-01,1.316519540100397290e+00,-5.744893526150648411e-01,-4.320970609846826460e-01,-1.064296724191167609e+00,-6.418213861720659663e-01,-6.076126183024226357e-01,-7.261246385753900023e-01,-6.381404880617794761e-01,1.500000000000000000e+01
-6.747530445139219291e-01,-6.879355197170133884e-01,1.316519540100397290e+00,-1.448812389316704419e+00,-1.439756622569708933e+00,-1.183836572451312019e+00,-1.230129829621144477e+00,-1.170769670163775755e+00,-1.205076963438475923e+00,-1.212842110340184520e+00,7.000000000000000000e+00
1.481668888871427558e+00,-6.879355197170133884e-01,-7.593966996124601465e-01,5.002710217182046448e-02,1.221156978870818199e-01,-1.079779381100131053e-01,-3.094322136167805826e-01,-4.634444130259162131e-01,-3.566471308238666760e-01,-2.071142713529756652e-01,9.000000000000000000e+00
-6.747530445139219291e-01,-6.879355197170133884e-01,1.316519540100397290e+00,-6.993926435724419077e-01,-4.320970609846826460e-01,-3.470576346303018700e-01,-6.377429914167863645e-01,-6.481599260364400150e-01,-6.075269200378639045e-01,-6.022216366693791123e-01,1.000000000000000000e+01
-6.747530445139219291e-01,1.453276600892498660e+00,-7.593966996124601465e-01,-1.615350110593206656e+00,-1.540522578728211522e+00,-1.422916268971600395e+00,-1.271933375862760229e+00,-1.215822234312684103e+00,-1.287183076272147897e+00,-1.320598664517385723e+00,7.000000000000000000e+00
-6.747530445139219291e-01,1.453276600892498660e+00,-7.593966996124601465e-01,-8.242959345298190854e-01,-1.087075776014949868e+00,-1.064296724191167609e+00,-9.731909600385313386e-01,-9.838015289458065249e-01,-9.405128220855332177e-01,-8.536535964161814372e-01,8.000000000000000000e+00
1.481668888871427558e+00,-6.879355197170133884e-01,-7.593966996124601465e-01,5.002710217182046448e-02,7.173271980783045565e-02,2.506416066704194034e-01,-1.044928771639821591e-01,-5.512969131162873682e-01,-3.566471308238666760e-01,6.549381620646321789e-01,2.000000000000000000e+01
1.481668888871427558e+00,-6.879355197170133884e-01,-7.593966996124601465e-01,1.749303931291976144e-01,1.724986759663331981e-01,-3.470576346303018700e-01,-1.238652522515600318e-01,-2.944972974675104105e-01,-2.836639194161582611e-01,1.520742425710276680e-01,1.600000000000000000e+01
-6.747530445139219291e-01,-6.879355197170133884e-01,1.316519540100397290e+00,-4.079516313385623816e-01,-3.817140829054312956e-01,-3.470576346303018700e-01,-6.509977743714451259e-01,-6.436546696215492691e-01,-6.212112721768092705e-01,-5.303839338845784956e-01,9.000000000000000000e+00
1.481668888871427558e+00,-6.879355197170133884e-01,-7.593966996124601465e-01,2.165648234483233125e-01,3.236476102040872771e-01,2.506416066704194034e-01,1.340932160198728962e-01,-2.021395409622484263e-01,-2.699795672772129507e-01,5.831004592798314512e-01,1.900000000000000000e+01
1.481668888871427558e+00,-6.879355197170133884e-01,-7.593966996124601465e-01,8.392671852694748996e-03,-2.809481267469285393e-01,1.156191015013129098e-02,-4.531956287403855477e-01,-7.450229389565927729e-01,-3.019097222680853787e-01,-2.071142713529756652e-01,1.400000000000000000e+01
-6.747530445139219291e-01,-6.879355197170133884e-01,1.316519540100397290e+00,-7.826615042106933595e-01,-5.832459952224368083e-01,-7.056771794107347118e-01,-8.620547029571629105e-01,-8.644122339511995934e-01,-9.085826670946608452e-01,-7.458970422389803456e-01,1.000000000000000000e+01
-6.747530445139219291e-01,-6.879355197170133884e-01,1.316519540100397290e+00,-2.830483403811852594e-01,-2.809481267469285393e-01,-1.079779381100131053e-01,-5.857434582869718298e-01,-6.391494132066584122e-01,-7.808620471311712441e-01,-3.507896769225768985e-01,1.100000000000000000e+01
1.481668888871427558e+00,-6.879355197170133884e-01,-7.593966996124601465e-01,9.166153249094617650e-02,-2.903323635067172129e-02,1.311017584102750211e-01,-2.941382332844822978e-01,-3.913603103876629463e-01,-8.752153875794194127e-02,-2.430331227453760290e-01,1.000000000000000000e+01
1.481668888871427558e+00,-6.879355197170133884e-01,-7.593966996124601465e-01,-4.495860616576881075e-01,-5.328630171431854023e-01,-9.447568759310231989e-01,-7.203304852111978018e-01,-8.644122339511995934e-01,-9.131441178076425969e-01,-3.867085283149772068e-01,1.000000000000000000e+01
-6.747530445139219291e-01,-6.879355197170133884e-01,1.316519540100397290e+00,-1.997794797429338354e-01,-7.941621442992309599e-02,-2.275177863701574876e-01,-3.349221808372780385e-01,-4.566865284035799832e-01,-4.341917929445566204e-01,8.398837001426252488e-03,1.200000000000000000e+01
-6.747530445139219291e-01,1.453276600892498660e+00,-7.593966996124601465e-01,-1.407177958997578582e+00,-1.288607688331954826e+00,-1.303376420711455985e+00,-1.097582000074558417e+00,-1.191043324030784278e+00,-1.287183076272147897e+00,-8.895724478085816900e-01,7.000000000000000000e+00
1.481668888871427558e+00,-6.879355197170133884e-01,-7.593966996124601465e-01,-6.993926435724419077e-01,-6.840119513809389540e-01,-9.447568759310231989e-01,-7.702908209633725356e-01,-7.720544774459376924e-01,-8.538452585388797145e-01,-7.818158936313807095e-01,1.000000000000000000e+01
